"Path","Tracked","WorktreeExists","SizeBytes","TopLevel","Extension","Classification","WorkflowRelation","RuntimeProtection","ReferenceAuditStatus","GitHistoryStatus","Notes"
"festival_web/functions/node_modules/bare-stream/index.js","True","True","10913","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/LICENSE","True","True","11357","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/package.json","True","True","1655","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/promises.js","True","True","77","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/README.md","True","True","150","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/web.d.ts","True","True","4184","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-stream/web.js","True","True","13980","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/binding.c","True","True","3759","festival_web",".c","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/binding.js","True","True","33","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/CMakeLists.txt","True","True","502","festival_web",".txt","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/global.d.ts","True","True","291","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/global.js","True","True","86","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/index.d.ts","True","True","933","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/index.js","True","True","9308","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/lib/errors.d.ts","True","True","172","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/lib/errors.js","True","True","778","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/lib/url-search-params.d.ts","True","True","652","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/lib/url-search-params.js","True","True","4331","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/LICENSE","True","True","11357","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/package.json","True","True","1219","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/android-arm/bare-url.bare","True","True","69888","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/android-arm64/bare-url.bare","True","True","100496","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/android-ia32/bare-url.bare","True","True","93916","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/android-x64/bare-url.bare","True","True","101576","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/darwin-arm64/bare-url.bare","True","True","124688","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/darwin-x64/bare-url.bare","True","True","98992","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/ios-arm64/bare-url.bare","True","True","139952","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/ios-arm64-simulator/bare-url.bare","True","True","124688","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/ios-x64-simulator/bare-url.bare","True","True","98992","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/linux-arm64/bare-url.bare","True","True","94856","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/linux-x64/bare-url.bare","True","True","101296","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/win32-arm64/bare-url.bare","True","True","165376","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/prebuilds/win32-x64/bare-url.bare","True","True","174080","festival_web",".bare","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bare-url/README.md","True","True","4052","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/base64js.min.js","True","True","2192","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/index.d.ts","True","True","161","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/index.js","True","True","3932","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/LICENSE","True","True","1081","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/package.json","True","True","1115","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/base64-js/README.md","True","True","1143","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/bignumber.d.mts","True","True","158","festival_web",".mts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/bignumber.d.ts","True","True","96","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/bignumber.js","True","True","89684","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/bignumber.mjs","True","True","84714","festival_web",".mjs","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/CHANGELOG.md","True","True","9622","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/doc/API.html","True","True","87315","festival_web",".html","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/LICENCE.md","True","True","1147","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/package.json","True","True","1309","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/README.md","True","True","11064","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bignumber.js/types.d.ts","True","True","66480","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/.travis.yml","True","True","201","festival_web",".yml","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/bl.js","True","True","2043","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/BufferList.js","True","True","9524","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/LICENSE.md","True","True","1216","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/package.json","True","True","964","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/README.md","True","True","12657","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/test/convert.js","True","True","609","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/test/indexOf.js","True","True","15130","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/test/isBufferList.js","True","True","564","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bl/test/test.js","True","True","21519","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/HISTORY.md","True","True","17090","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/index.js","True","True","2681","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/lib/read.js","True","True","4325","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/lib/types/json.js","True","True","5247","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/lib/types/raw.js","True","True","1884","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/lib/types/text.js","True","True","2285","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/lib/types/urlencoded.js","True","True","6252","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/LICENSE","True","True","1172","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/package.json","True","True","1461","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/body-parser/README.md","True","True","19180","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/AUTHORS.md","True","True","2672","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/index.d.ts","True","True","8755","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/index.js","True","True","50097","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/LICENSE","True","True","1106","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/package.json","True","True","2597","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer/README.md","True","True","17300","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/.npmignore","True","True","26","festival_web",".npmignore","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/.travis.yml","True","True","45","festival_web",".yml","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/index.js","True","True","1045","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/LICENSE.txt","True","True","1518","festival_web",".txt","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/package.json","True","True","484","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/README.md","True","True","1101","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/buffer-equal-constant-time/test.js","True","True","1013","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bytes/History.md","True","True","1775","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bytes/index.js","True","True","3613","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bytes/LICENSE","True","True","1153","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bytes/package.json","True","True","959","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/bytes/Readme.md","True","True","4770","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/.eslintrc","True","True","232","festival_web",".eslintrc","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/.github/FUNDING.yml","True","True","594","festival_web",".yml","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/.nycrc","True","True","139","festival_web",".nycrc","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/actualApply.d.ts","True","True","23","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/actualApply.js","True","True","280","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/applyBind.d.ts","True","True","614","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/applyBind.js","True","True","264","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/CHANGELOG.md","True","True","1938","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/functionApply.d.ts","True","True","34","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/functionApply.js","True","True","99","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/functionCall.d.ts","True","True","33","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/functionCall.js","True","True","97","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/index.d.ts","True","True","2226","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/index.js","True","True","511","festival_web",".js","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/LICENSE","True","True","1071","festival_web","","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/package.json","True","True","2480","festival_web",".json","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/README.md","True","True","2330","festival_web",".md","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
"festival_web/functions/node_modules/call-bind-apply-helpers/reflectApply.d.ts","True","True","82","festival_web",".ts","GENERATED_OR_ARTIFACT","not-in-workflow-export","owner-and-consumer-audit-required","artifact classification only; not deletion proof","history-present","Separate first-party-looking Flutter/web project; preserve pending owner audit."
