"Path","Status","Classification","SourcePhysical","CleanPhysical","SourceSize","CleanSize","SourceSha256","CleanSha256","Disposition"
".tmp\merge-restore\lib__services__ai_recommendation_service.dart.merged","??","UNTRACKED","True","True","14860","14860","C177244ED4DD969F5E71C7C1BE8D3671675B0887251DD7E15D00466864C332B3","C177244ED4DD969F5E71C7C1BE8D3671675B0887251DD7E15D00466864C332B3","REAPPLIED_NON_SENSITIVE"
".tmp\merge-restore\lib__services__ai_recommendation_service.dart.ours","??","UNTRACKED","True","True","11287","11287","F9E6206F95199E5777E45CBA694648A97E4FFC679E52682521BAB06DD094EC36","F9E6206F95199E5777E45CBA694648A97E4FFC679E52682521BAB06DD094EC36","REAPPLIED_NON_SENSITIVE"
".tmp\merge-restore\lib__services__ai_recommendation_service.dart.theirs","??","UNTRACKED","True","True","13482","13482","E1BBA2A1EFCF1F9247107A4B05156C99822E0D3B3A1254E2CF4D44A2657300C7","E1BBA2A1EFCF1F9247107A4B05156C99822E0D3B3A1254E2CF4D44A2657300C7","REAPPLIED_NON_SENSITIVE"
".tmp\photo_upload_restored.dart","??","UNTRACKED","True","True","49233","49233","4620672A6E1A966F15263021D354766775ECAD302AFA2BA91F27518E2401B705","4620672A6E1A966F15263021D354766775ECAD302AFA2BA91F27518E2401B705","REAPPLIED_NON_SENSITIVE"
".tmp\pr51.json","??","UNTRACKED","True","True","1002","1002","2599CAA50C960DD9855540F7C5F5E5F3A5E6B95E7A18117018DABB05D55BACBC","2599CAA50C960DD9855540F7C5F5E5F3A5E6B95E7A18117018DABB05D55BACBC","REAPPLIED_NON_SENSITIVE"
".tmp\privacy_findings.txt","??","UNTRACKED","True","True","17131","17131","37CA477919EB1139DB6D844F4F92B9313126F26E1CA9231625DD346C2F47841C","37CA477919EB1139DB6D844F4F92B9313126F26E1CA9231625DD346C2F47841C","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\dart-format.meta.txt","??","UNTRACKED","True","True","57","57","A4CB3157AA4BC5DE282BFCF1421B97974052F313365F5FFDBEFE055C2AEEA12C","A4CB3157AA4BC5DE282BFCF1421B97974052F313365F5FFDBEFE055C2AEEA12C","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\flutter-analyze.meta.txt","??","UNTRACKED","True","True","134","134","27F88228862F6DFCAF87A4C4221E5AC45ED11F347F1A4A664C4D675F9DE3BA3C","27F88228862F6DFCAF87A4C4221E5AC45ED11F347F1A4A664C4D675F9DE3BA3C","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\flutter-analyze.txt","??","UNTRACKED","True","True","9300","9300","6DC841449B18848BB7053E58F0EF443F78E3B598A63F98088E531C9B74F38E45","6DC841449B18848BB7053E58F0EF443F78E3B598A63F98088E531C9B74F38E45","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\flutter-test.meta.txt","??","UNTRACKED","True","True","57","57","2BAC4EAF4218DA033AE1BBB6234F197E6CE673489B98D5A3B74E88E62BB45661","2BAC4EAF4218DA033AE1BBB6234F197E6CE673489B98D5A3B74E88E62BB45661","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\flutter-test.txt","??","UNTRACKED","True","True","55716","55716","55124299A631F0CB6DFAFD0E33EC1C68774F5C11EA4E3F0E15329622818EF8DA","55124299A631F0CB6DFAFD0E33EC1C68774F5C11EA4E3F0E15329622818EF8DA","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\flutter-test2.txt","??","UNTRACKED","True","True","60770","60770","5C35E9BB09F7A68DA12D00398CB06096EC2CBB5E6079B3816A5E3F3A503A7A10","5C35E9BB09F7A68DA12D00398CB06096EC2CBB5E6079B3816A5E3F3A503A7A10","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\functions.meta.txt","??","UNTRACKED","True","True","98","98","1B74233AB24432986565CF9906F69AE39CEE231ED5A3E55AB3B296D9471A9578","1B74233AB24432986565CF9906F69AE39CEE231ED5A3E55AB3B296D9471A9578","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\functions-test.txt","??","UNTRACKED","True","True","30210","30210","30D7F4EC7ECF97111738D59E5E52860D0CD11C421E4511766F1D633F60F79913","30D7F4EC7ECF97111738D59E5E52860D0CD11C421E4511766F1D633F60F79913","REAPPLIED_NON_SENSITIVE"
".tmp\release-baseline\rules-test.txt","??","UNTRACKED","True","True","1536","1536","5CFDCEC5C63C7D7F1C59EA1C226AF44BD6FEBC4695F3445D38C482C16C69A3F6","5CFDCEC5C63C7D7F1C59EA1C226AF44BD6FEBC4695F3445D38C482C16C69A3F6","REAPPLIED_NON_SENSITIVE"
"android\app\google-services.json"," M","UNSTAGED","True","True","684","684","15A7F4582A4D33A1235F4D320116DA04ECB0168A7D5AB7F4483E908D8567B9C4","15A7F4582A4D33A1235F4D320116DA04ECB0168A7D5AB7F4483E908D8567B9C4","REAPPLIED_NON_SENSITIVE"
"android\app\src\main\AndroidManifest.xml"," M","UNSTAGED","True","True","7285","7285","A3E69B98B36DE2ED846D7BF98C6CA052F18D7EB8F296A485927892F3792B698F","A3E69B98B36DE2ED846D7BF98C6CA052F18D7EB8F296A485927892F3792B698F","REAPPLIED_NON_SENSITIVE"
"--dart-define=APP_CHECK_WEB_RECAPTCHA_SITE_KEY=6Le2EXAtAAAAAAVvB3xjGuMmOeuYfAJ4JxGhiIkp","??","UNTRACKED","True","True","0","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","REAPPLIED_NON_SENSITIVE"
"docs\avatar-production\avatar-pipeline-quality-mai-analysis-20260731.md","??","UNTRACKED","True","True","20420","20420","CCECE07AC12094E16A30C91C29AC17531054A2A16AA31EC46C717855CA074812","CCECE07AC12094E16A30C91C29AC17531054A2A16AA31EC46C717855CA074812","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\00-baseline.md","??","UNTRACKED","True","True","3681","3681","EE669970127087E2D6188765594600DE52D23CA7BECC42A53F5861308B47E81B","EE669970127087E2D6188765594600DE52D23CA7BECC42A53F5861308B47E81B","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01b-runtime-features-not-in-workflow.md","??","UNTRACKED","True","True","7181","7181","080AC414A61B8130960831AE3CBE0138B73E7D0D6A302D27A01A49E07E82FC16","080AC414A61B8130960831AE3CBE0138B73E7D0D6A302D27A01A49E07E82FC16","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01c-current-user-flow-map.md","??","UNTRACKED","True","True","3774","3774","FC8DB352AD32EAF3537F72017D087F035B0B946966A93B5C9F7438A8BD2DB09B","FC8DB352AD32EAF3537F72017D087F035B0B946966A93B5C9F7438A8BD2DB09B","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01d-non-workflow-runtime-features.md","??","UNTRACKED","True","True","5588","5588","5ABE12754BAE510DF23CECF91360F3A763CE65C9F7DEADA6C42EA577103E5412","5ABE12754BAE510DF23CECF91360F3A763CE65C9F7DEADA6C42EA577103E5412","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01e-user-flow-defects.md","??","UNTRACKED","True","True","1969","1969","69982ED5A1996E87F075DFB86F7C5823B89FE3615ED63EA7B3083AF161C32247","69982ED5A1996E87F075DFB86F7C5823B89FE3615ED63EA7B3083AF161C32247","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01f-user-flow-fixes.md","??","UNTRACKED","True","True","1328","1328","430219941A0EB732F1F1C5D92A3DA1E7891D975966751A76A10091611D392ADB","430219941A0EB732F1F1C5D92A3DA1E7891D975966751A76A10091611D392ADB","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\01-workflow-protected-paths.md","??","UNTRACKED","True","True","6910","6910","206DCD1E05707128AF2DE3B53C85D632D18E8EC768FC9CFDF7C47BDAAF0DF5E4","206DCD1E05707128AF2DE3B53C85D632D18E8EC768FC9CFDF7C47BDAAF0DF5E4","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\02-full-file-inventory.md","??","UNTRACKED","True","True","4091","4091","534A3F3D96D4A5ECB80F31D8C8E7001AF44FE89F163ACF297F6A7958BC34B7B3","534A3F3D96D4A5ECB80F31D8C8E7001AF44FE89F163ACF297F6A7958BC34B7B3","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\03-reference-graph.md","??","UNTRACKED","True","True","5782","5782","236E2C7F07F3CEB8012184192CFADD372D107AD43F57F421432257C0325E5ADB","236E2C7F07F3CEB8012184192CFADD372D107AD43F57F421432257C0325E5ADB","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\04-candidate-files.md","??","UNTRACKED","True","True","4721","4721","D67FF1611A3986D96201D26CFAFC98B34AEBB004AB7B24C2DE7D00DE3987A70B","D67FF1611A3986D96201D26CFAFC98B34AEBB004AB7B24C2DE7D00DE3987A70B","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\05-independent-review.md","??","UNTRACKED","True","True","2751","2751","61791D9626E5F9BF83F4676750F9803D680D2B8D5C80D843D2B59EBC2EF6369F","61791D9626E5F9BF83F4676750F9803D680D2B8D5C80D843D2B59EBC2EF6369F","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\06-removal-batches.md","??","UNTRACKED","True","True","2517","2517","5359D81E6A53AA12E1A672B00506BCA32FF39BBA041CEAC2BD972103E4F0DA9C","5359D81E6A53AA12E1A672B00506BCA32FF39BBA041CEAC2BD972103E4F0DA9C","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\07-test-build-comparison.md","??","UNTRACKED","True","True","3753","3753","990DE40D23FE2ABBCEEAA1613AEDD1539230D2B7AF1AE00551B95D428DDC6750","990DE40D23FE2ABBCEEAA1613AEDD1539230D2B7AF1AE00551B95D428DDC6750","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\08-removed-files-manifest.md","??","UNTRACKED","True","True","1717","1717","65CA763852D646D12D29376214D6F2F5868A2C20912B0130591B4428D6CBD374","65CA763852D646D12D29376214D6F2F5868A2C20912B0130591B4428D6CBD374","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\09-restore-runbook.md","??","UNTRACKED","True","True","2181","2181","C05907A7E699D27661E6CFE0BC9F81797B8530A4A5B1F0A6205B215C970CCC4A","C05907A7E699D27661E6CFE0BC9F81797B8530A4A5B1F0A6205B215C970CCC4A","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\10-final-report.md","??","UNTRACKED","True","True","4972","4972","ED4A0A87B6A39B9A5E3D6604DA06B4D543F95C61259DA8E9C8DF5746A9EF3EE3","ED4A0A87B6A39B9A5E3D6604DA06B4D543F95C61259DA8E9C8DF5746A9EF3EE3","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\11-exact-file-review-matrix.md","??","UNTRACKED","True","True","5650","5650","443015EAE7B42D29A5FD79F6479A29AA197D45CA5729EA76D8E95EAFCDD36672","443015EAE7B42D29A5FD79F6479A29AA197D45CA5729EA76D8E95EAFCDD36672","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\12-generated-artifact-ownership.md","??","UNTRACKED","True","True","3312","3312","7EB543B64173C4C2C4B7B0F065EF712DF6992FFE7A898B3E5DB2B67FA59196CD","7EB543B64173C4C2C4B7B0F065EF712DF6992FFE7A898B3E5DB2B67FA59196CD","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\13-cleanup-branch-status.md","??","UNTRACKED","True","True","3180","3180","2F7DA595FB1D54B0C35B6BABF2AE396CD365E4F5830DC14272BB69DA0D38F034","2F7DA595FB1D54B0C35B6BABF2AE396CD365E4F5830DC14272BB69DA0D38F034","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\14-phase3-regeneration-evidence.md","??","UNTRACKED","True","True","2228","2228","7F70519DAF24B2F6E2450649600E529706CB115A3148B39E120BE26AF60BF9A9","7F70519DAF24B2F6E2450649600E529706CB115A3148B39E120BE26AF60BF9A9","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\15-phase3-batch-log.md","??","UNTRACKED","True","True","2930","2930","419815A736C2B537C360D731BDAF0189B11E18F71113196B76B209896BE57ABC","419815A736C2B537C360D731BDAF0189B11E18F71113196B76B209896BE57ABC","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\88-phase6p6a-pre-push-snapshot.md","??","UNTRACKED","True","True","2062","2062","E5213AA90E3B6BA60715C086528A8ABA4FC44FF0A0F848BE5A8A614F76A6DDD6","E5213AA90E3B6BA60715C086528A8ABA4FC44FF0A0F848BE5A8A614F76A6DDD6","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\89-phase6p6a-mutation-log.md","??","UNTRACKED","True","True","1802","1802","2CFC14A4A5ACEECBE36C22D5185FC923DA42A1C62C4783B2BCE72A6148C62F32","2CFC14A4A5ACEECBE36C22D5185FC923DA42A1C62C4783B2BCE72A6148C62F32","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\90-phase6p6a-remote-ref-verification.md","??","UNTRACKED","True","True","1115","1115","D9F527664B9777F3601DC9F5191E03697A5114E6FA48FB24AA7FF5F39406A445","D9F527664B9777F3601DC9F5191E03697A5114E6FA48FB24AA7FF5F39406A445","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\91-phase6p6a-fresh-clone-verification.md","??","UNTRACKED","True","True","1323","1323","90F90DCDD43F8B1DC520E71E332159BC7CF9439FA873C4FE9404DC19BB34BB31","90F90DCDD43F8B1DC520E71E332159BC7CF9439FA873C4FE9404DC19BB34BB31","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\92-phase6p6a-signature-consequence.md","??","UNTRACKED","True","True","797","797","CD48C6F5619D0333502403FCCD33703EE3468E42E1510A0C490CF607D9E6ED74","CD48C6F5619D0333502403FCCD33703EE3468E42E1510A0C490CF607D9E6ED74","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\93-phase6p6a-host-retention-status.md","??","UNTRACKED","True","True","1089","1089","0409C1BF405C8B46350811E9CF39DC605120AC97094673480AD840DD5A1EF5F8","0409C1BF405C8B46350811E9CF39DC605120AC97094673480AD840DD5A1EF5F8","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\94-phase6p6a-final.md","??","UNTRACKED","True","True","1609","1609","AEB2656C8A78829B2A76F7DAC758290A3195323917A8800C8BEBEEBCE43D52DA","AEB2656C8A78829B2A76F7DAC758290A3195323917A8800C8BEBEEBCE43D52DA","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\full_file_inventory.csv","??","UNTRACKED","True","True","6487757","6487757","FB3BDABA9A8C2132EF610C7AD182A2E42EBAF69D6CF2ED1176132516367FD38B","FB3BDABA9A8C2132EF610C7AD182A2E42EBAF69D6CF2ED1176132516367FD38B","REAPPLIED_NON_SENSITIVE"
"docs\dead_code_cleanup\full_file_inventory.md","??","UNTRACKED","True","True","1486","1486","9124457EF33417537A44762D8B56F2AE5F25EB26ECFAE81C74061C06525199EA","9124457EF33417537A44762D8B56F2AE5F25EB26ECFAE81C74061C06525199EA","REAPPLIED_NON_SENSITIVE"
"docs\onboarding_data_loss_audit.md","??","UNTRACKED","True","True","2110","2110","94F4CE93962C6EBF44541300F053721EF6A504565EEB0C9302ABDBDA3C0224B9","94F4CE93962C6EBF44541300F053721EF6A504565EEB0C9302ABDBDA3C0224B9","REAPPLIED_NON_SENSITIVE"
"docs\release_readiness\final-production-readiness-ledger.md"," M","UNSTAGED","True","True","4198","4198","DF8C50928433A74524B3FF510C999931CCF8513169599BEAD06361A555E3E4D1","DF8C50928433A74524B3FF510C999931CCF8513169599BEAD06361A555E3E4D1","REAPPLIED_NON_SENSITIVE"
"docs\release_readiness\final-verification-report.md","??","UNTRACKED","True","True","8286","8286","B98FC22B35947024297B3DA91CFE975D5D050F4286F11606EB816EB3489576B2","B98FC22B35947024297B3DA91CFE975D5D050F4286F11606EB816EB3489576B2","REAPPLIED_NON_SENSITIVE"
"docs\store-release-file-audit-20260731.md","??","UNTRACKED","True","True","30135","30135","2C882EA5C8D661EB6FAD98F192F6C0E3297DD3D24359D1AECE2005AA2A29844F","2C882EA5C8D661EB6FAD98F192F6C0E3297DD3D24359D1AECE2005AA2A29844F","REAPPLIED_NON_SENSITIVE"
"firebase.json"," M","UNSTAGED","True","True","3885","3885","4A9B4236FD2CF832F6F0FAB5231124BB12D0F02336165E959BF363DCB03C2D39","4A9B4236FD2CF832F6F0FAB5231124BB12D0F02336165E959BF363DCB03C2D39","REAPPLIED_NON_SENSITIVE"
"firestore.rules","MM","STAGED_AND_UNSTAGED","True","True","61533","61533","BA7D12B6547FBC5F7B85087E5461579A6A93612A5427E4A6A73BA42E5F68B8BE","BA7D12B6547FBC5F7B85087E5461579A6A93612A5427E4A6A73BA42E5F68B8BE","REAPPLIED_NON_SENSITIVE"
"functions\src\blindMeeting\callables.ts"," M","UNSTAGED","True","True","18503","18503","C2D0558FD046301889B287404A1DDBDBF2E75AFD98712B6B2EB0859CE34B207C","C2D0558FD046301889B287404A1DDBDBF2E75AFD98712B6B2EB0859CE34B207C","REAPPLIED_NON_SENSITIVE"
"functions\src\blindMeeting\eligibility.test.ts","??","UNTRACKED","True","True","827","827","6D303A6EB1E4EA5F7DEB6CFD8631775A479B011CEEC2657A01D79059CD5D2D30","6D303A6EB1E4EA5F7DEB6CFD8631775A479B011CEEC2657A01D79059CD5D2D30","REAPPLIED_NON_SENSITIVE"
"functions\src\blindMeeting\eligibility.ts","??","UNTRACKED","True","True","390","390","37BAA145E5452C68E2AA1F29EADE6499039865EBF29BCF9A7B7ABA6077D6A42D","37BAA145E5452C68E2AA1F29EADE6499039865EBF29BCF9A7B7ABA6077D6A42D","REAPPLIED_NON_SENSITIVE"
"functions\src\blindMeeting\store.ts"," M","UNSTAGED","True","True","30515","30515","5E4C858D64F3B89CACA2FE8ADC7A26B1442E055B79F5F8175673012C373BCE00","5E4C858D64F3B89CACA2FE8ADC7A26B1442E055B79F5F8175673012C373BCE00","REAPPLIED_NON_SENSITIVE"
"functions\src\emailLinkCompletion.test.ts","??","UNTRACKED","True","True","2421","2421","A9EA977FCB7556CBB361C35084A707C78B7A89067FC19E4BA688070D00E58923","A9EA977FCB7556CBB361C35084A707C78B7A89067FC19E4BA688070D00E58923","REAPPLIED_NON_SENSITIVE"
"functions\src\emailLinkCompletion.ts","??","UNTRACKED","True","True","7947","7947","6839EB68D92FD6AC4484C23C38CF2939B627EAE03C2244E9210F93F2CA76DFF9","6839EB68D92FD6AC4484C23C38CF2939B627EAE03C2244E9210F93F2CA76DFF9","REAPPLIED_NON_SENSITIVE"
"functions\src\eventTeamInviteAcceptPolicy.test.ts","M ","STAGED","True","True","2842","2842","4D334937998F5B213475F240D43F390F0C0D4C624AA1955B7B2397D704D6947A","4D334937998F5B213475F240D43F390F0C0D4C624AA1955B7B2397D704D6947A","REAPPLIED_NON_SENSITIVE"
"functions\src\firestoreRules.test.ts"," M","UNSTAGED","True","True","13676","13676","8BFC88D5BDE06A01028A3389A7C0B67EE3B172FD9659541F25AC69F40C4F82E5","8BFC88D5BDE06A01028A3389A7C0B67EE3B172FD9659541F25AC69F40C4F82E5","REAPPLIED_NON_SENSITIVE"
"functions\src\index.ts"," M","UNSTAGED","True","True","135912","135912","51312B6D48E2842C565BAB5F5952C78B40B0752984CEA3AB5B82727B083E9BB4","51312B6D48E2842C565BAB5F5952C78B40B0752984CEA3AB5B82727B083E9BB4","REAPPLIED_NON_SENSITIVE"
"functions\src\onboardingPhotoUpload.ts","??","UNTRACKED","True","True","3814","3814","B423805E652D8363E447C6DD9FAA79B7D56D12DE2D573539207037FC8FEB6077","B423805E652D8363E447C6DD9FAA79B7D56D12DE2D573539207037FC8FEB6077","REAPPLIED_NON_SENSITIVE"
"functions\src\publicProfileSync.test.ts"," M","UNSTAGED","True","True","2759","2759","7123DD7A7AA81ACF5F854C4BA3E873F2AD3A171DF138F73D21E51EE38C74F3BF","7123DD7A7AA81ACF5F854C4BA3E873F2AD3A171DF138F73D21E51EE38C74F3BF","REAPPLIED_NON_SENSITIVE"
"functions\src\publicProfileSync.ts"," M","UNSTAGED","True","True","5028","5028","8560CA51E94BB44286EFB22CFD0CDF8CBB05FFE2F05DD7BE541FBBC435590AE4","8560CA51E94BB44286EFB22CFD0CDF8CBB05FFE2F05DD7BE541FBBC435590AE4","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonDepositFailClosed.test.ts","??","UNTRACKED","True","True","1896","1896","73298CF1D01D458626690817AA6261C24E439E1A34975A9254DD6EF14A4FF6E8","73298CF1D01D458626690817AA6261C24E439E1A34975A9254DD6EF14A4FF6E8","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingChat.test.ts","??","UNTRACKED","True","True","3948","3948","1A686EC3A6B09787422FC419EFE166D818A4E63D9F2773A526E254A77E0D2682","1A686EC3A6B09787422FC419EFE166D818A4E63D9F2773A526E254A77E0D2682","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingChat.ts","??","UNTRACKED","True","True","6502","6502","6AD7C227CACD4334AF0CD9F52489DB27BBED1FEEAF43AAE2469E2F4BCF805615","6AD7C227CACD4334AF0CD9F52489DB27BBED1FEEAF43AAE2469E2F4BCF805615","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingConcurrency.test.ts","M ","STAGED","True","True","2211","2211","69F9C8B2C60E226938858F2D58A81D14E792F12B0010DD9ED4E463EF6527FF55","69F9C8B2C60E226938858F2D58A81D14E792F12B0010DD9ED4E463EF6527FF55","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingLifecycle.test.ts"," M","UNSTAGED","True","True","4188","4188","DBF02FD2690E5B1E4F4BCFDD72DEB4EBCCB974CEA61E48F3995F50ED3DA611AC","DBF02FD2690E5B1E4F4BCFDD72DEB4EBCCB974CEA61E48F3995F50ED3DA611AC","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingLifecycle.ts"," M","UNSTAGED","True","True","4533","4533","7514396360A59ED2AAF051B6AE8EF02B817D027BE929CFEFFCA2E826B5DEA2C7","7514396360A59ED2AAF051B6AE8EF02B817D027BE929CFEFFCA2E826B5DEA2C7","REAPPLIED_NON_SENSITIVE"
"functions\src\seasonMeetingOperations.ts"," M","UNSTAGED","True","True","10792","10792","C25DCDC46BE0078998B693102AFB6F3483BDC99D2A1D2D74CF1CF5F71455D176","C25DCDC46BE0078998B693102AFB6F3483BDC99D2A1D2D74CF1CF5F71455D176","REAPPLIED_NON_SENSITIVE"
"functions\src\teamMeetingRequest.test.ts"," M","UNSTAGED","True","True","9699","9699","FDBB73F2F8D454F2E6E06B979EE1B92E5CA1BB972D63E6F1A3308941781CD5AC","FDBB73F2F8D454F2E6E06B979EE1B92E5CA1BB972D63E6F1A3308941781CD5AC","REAPPLIED_NON_SENSITIVE"
"functions\src\teamMeetingRequest.ts"," M","UNSTAGED","True","True","26028","26028","92BE48240A6DBAC5C0BB2D97487D2CF4D113542CBF14832D0F27B1C4FE7E9021","92BE48240A6DBAC5C0BB2D97487D2CF4D113542CBF14832D0F27B1C4FE7E9021","REAPPLIED_NON_SENSITIVE"
"functions\tmp_ac.cmd","??","UNTRACKED","True","True","175","175","15B3CD1F9AF74023B71BF8AB8188A4C6B830D3488752210DF2E62FD32A54260A","15B3CD1F9AF74023B71BF8AB8188A4C6B830D3488752210DF2E62FD32A54260A","REAPPLIED_NON_SENSITIVE"
"infra\deploy.sh","M ","STAGED","True","True","9146","9146","D3FD3F844F2E0E57BFC51B8835D8AF8441033B1A07039436EFC5AC5660D17D63","D3FD3F844F2E0E57BFC51B8835D8AF8441033B1A07039436EFC5AC5660D17D63","REAPPLIED_NON_SENSITIVE"
"infra\workflows\recs_pipeline.yaml","MM","STAGED_AND_UNSTAGED","True","True","12377","12377","EC495A1DB531485F83E803291DCCEBE32A680BB3B0A51241D01B5B1F5F69CDE1","EC495A1DB531485F83E803291DCCEBE32A680BB3B0A51241D01B5B1F5F69CDE1","REAPPLIED_NON_SENSITIVE"
"ios\Runner\GoogleService-Info.plist"," M","UNSTAGED","True","True","886","886","2AF4793E57ED041FC8710B9025CFD4932D3DD1C2ECE8716F441ED53F4B07E98D","2AF4793E57ED041FC8710B9025CFD4932D3DD1C2ECE8716F441ED53F4B07E98D","REAPPLIED_NON_SENSITIVE"
"ios\Runner\Runner.entitlements"," M","UNSTAGED","True","True","370","370","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","REAPPLIED_NON_SENSITIVE"
"ios\Runner\RunnerDebug.entitlements"," M","UNSTAGED","True","True","370","370","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","REAPPLIED_NON_SENSITIVE"
"ios\Runner\RunnerRelease.entitlements"," M","UNSTAGED","True","True","370","370","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","4833A1D104C10A3946D57B6154E298A786E5FAC3ECEB2509ECC6363F78C7C22F","REAPPLIED_NON_SENSITIVE"
"lib\ai_recommend_model\seolleyeon_meeting_verify_v1.py","M ","STAGED","True","True","4373","4373","944FD5B674612E510412F524D575E54F8241E620FDE0EF0E559E5E0FCF4CCB95","944FD5B674612E510412F524D575E54F8241E620FDE0EF0E559E5E0FCF4CCB95","REAPPLIED_NON_SENSITIVE"
"lib\core\feature_flags.dart","??","UNTRACKED","True","True","392","392","9D07B35C1DEABDCA6DAB151ACC42B51314870C77539CDBE9BFF43A97279F064D","9D07B35C1DEABDCA6DAB151ACC42B51314870C77539CDBE9BFF43A97279F064D","REAPPLIED_NON_SENSITIVE"
"lib\data\models\event\team_meeting_match_model.dart"," M","UNSTAGED","True","True","4365","4365","B73A80E1F8D274A2ACCFD6B2CCC968548168F907E1AB94117AADD3A93EB7579D","B73A80E1F8D274A2ACCFD6B2CCC968548168F907E1AB94117AADD3A93EB7579D","REAPPLIED_NON_SENSITIVE"
"lib\features\auth\screens\kakao_auth_screen.dart"," M","UNSTAGED","True","True","24708","24708","6A2A8D2BB9551252320EF1A2F4C21BB9FECC0CA22A521E15E8A66BB934454C63","6A2A8D2BB9551252320EF1A2F4C21BB9FECC0CA22A521E15E8A66BB934454C63","REAPPLIED_NON_SENSITIVE"
"lib\features\auth\screens\student_verification_screen.dart"," M","UNSTAGED","True","True","27024","27024","06B4F246F8F1248E9819443ADA2B55A0497AE5C2DF1C58FF424CF9AC974E206F","06B4F246F8F1248E9819443ADA2B55A0497AE5C2DF1C58FF424CF9AC974E206F","REAPPLIED_NON_SENSITIVE"
"lib\features\auth\utils\email_link_continue_url.dart"," M","UNSTAGED","True","True","1665","1665","36AA883429F6B92EC4DB6A92BDFBD849538A53946D53A1921CA94C5ACF7C2744","36AA883429F6B92EC4DB6A92BDFBD849538A53946D53A1921CA94C5ACF7C2744","REAPPLIED_NON_SENSITIVE"
"lib\features\blind_meeting\data\blind_meeting_repository.dart"," M","UNSTAGED","True","True","21957","21957","6C0A9C205FDDE3540EE512E92E609DA22E1E4C34C952894CA332A7898F7E7CBB","6C0A9C205FDDE3540EE512E92E609DA22E1E4C34C952894CA332A7898F7E7CBB","REAPPLIED_NON_SENSITIVE"
