assetId,profileId,gender,shotType,qaStatus,localPath,approvedPath,rejectedPath,finalPath,width,height,fileBytes,semanticReviewRequired,error,reasonCodes,updatedAt
female_050__vibe_card__v001,female_050,female,vibe_card,file_needs_review,C:/Users/Mickey/StudioProjects/dating-app-ai_profile_image/ai_image/raw/female_050__vibe_card__v001__attempt02.png,C:/Users/Mickey/StudioProjects/dating-app-ai_profile_image/ai_image/approved/female_050__vibe_card__v001.png,C:/Users/Mickey/StudioProjects/dating-app-ai_profile_image/ai_image/rejected/female_050__vibe_card__v001__attempt02.png,C:/Users/Mickey/StudioProjects/dating-app-ai_profile_image/ai_image/female/050/vibe_card.png,1024,1536,2229096,True,,[],2026-05-14T14:45:17+00:00
